"method","benchmark","model_key","mask_type","budget","requested_budget","effective_budget","budget_repaired","mask_id","prompt_id","true_score","pred_score","abs_error"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P36_substitution_check","0.7","0.9","0.20000000000000007"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P37_mistake_resistant","0.71","0.9","0.19000000000000006"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P38_double_check_final","0.73","1.0","0.27"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P39_find_structure","0.71","0.9","0.19000000000000006"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P40_transform_problem","0.71","0.8","0.09000000000000008"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P41_symmetry_search","0.65","0.7","0.04999999999999993"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P42_extreme_principle","0.65","0.5","0.15000000000000002"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P43_auxiliary_object","0.7","0.8","0.10000000000000009"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P44_multiple_strategies","0.8","0.8","0.0"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P45_case_complete","0.66","0.5","0.16000000000000003"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P46_construct_and_prove","0.67","0.7","0.029999999999999916"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P47_olympiad_clean","0.66","0.5","0.16000000000000003"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P48_counting_structure","0.73","0.8","0.07000000000000006"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P49_proof_of_optimality","0.71","0.5","0.20999999999999996"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","0","P50_complete_argument","0.66","0.8","0.14"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P01_direct","0.71","0.8","0.09000000000000008"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P02_concise","0.61","0.7","0.08999999999999997"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P03_step_by_step","0.74","0.7","0.040000000000000036"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P04_formal","0.68","0.8","0.12"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P05_verify","0.66","0.7","0.039999999999999925"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P06_answer_only","0.64","0.7","0.05999999999999994"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P07_careful","0.71","0.6","0.10999999999999999"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P08_short_proof","0.63","0.8","0.17000000000000004"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P09_competition","0.74","0.7","0.040000000000000036"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P10_independent_check","0.72","0.5","0.21999999999999997"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P11_plan_then_solve","0.72","0.7","0.020000000000000018"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P12_no_guessing","0.68","0.6","0.08000000000000007"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P13_symbolic","0.71","0.9","0.19000000000000006"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P14_work_backwards","0.69","0.7","0.010000000000000009"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P15_cases","0.71","0.5","0.20999999999999996"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P16_invariants","0.73","0.7","0.030000000000000027"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P17_constructive","0.63","0.9","0.27"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P18_error_check","0.7","0.6","0.09999999999999998"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P19_minimal_formal","0.63","0.4","0.22999999999999998"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P20_final_line_strict","0.7","0.4","0.29999999999999993"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P21_boxed_only_after_reasoning","0.62","0.6","0.020000000000000018"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P22_no_extra_final_text","0.7","0.9","0.20000000000000007"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P23_extractable_answer","0.7","0.8","0.10000000000000009"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P24_single_box","0.67","0.7","0.029999999999999916"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P25_answer_format_first","0.69","0.8","0.1100000000000001"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P26_strict_output_contract","0.71","0.8","0.09000000000000008"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P27_detailed_solution","0.69","0.6","0.08999999999999997"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P28_medium_detail","0.72","0.8","0.08000000000000007"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P29_lemma_style","0.67","0.4","0.27"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P30_equation_focused","0.72","0.9","0.18000000000000005"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P31_explain_key_idea","0.66","0.8","0.14"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P32_rigorous_but_brief","0.65","0.6","0.050000000000000044"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P33_constraint_check","0.64","0.4","0.24"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P34_boundary_check","0.71","0.6","0.10999999999999999"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P35_sanity_check","0.72","0.8","0.08000000000000007"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P36_substitution_check","0.7","0.7","0.0"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P37_mistake_resistant","0.71","0.8","0.09000000000000008"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P38_double_check_final","0.73","0.6","0.13"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P39_find_structure","0.71","0.7","0.010000000000000009"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P40_transform_problem","0.71","0.9","0.19000000000000006"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P41_symmetry_search","0.65","0.9","0.25"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P42_extreme_principle","0.65","0.6","0.050000000000000044"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P43_auxiliary_object","0.7","0.6","0.09999999999999998"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P44_multiple_strategies","0.8","0.7","0.10000000000000009"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P45_case_complete","0.66","0.8","0.14"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P46_construct_and_prove","0.67","0.8","0.13"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P47_olympiad_clean","0.66","0.7","0.039999999999999925"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P48_counting_structure","0.73","0.6","0.13"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P49_proof_of_optimality","0.71","0.8","0.09000000000000008"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","1","P50_complete_argument","0.66","0.9","0.24"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P01_direct","0.71","0.6","0.10999999999999999"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P02_concise","0.61","0.5","0.10999999999999999"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P03_step_by_step","0.74","0.6","0.14"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P04_formal","0.68","0.9","0.21999999999999997"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P05_verify","0.66","0.6","0.06000000000000005"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P06_answer_only","0.64","0.6","0.040000000000000036"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P07_careful","0.71","1.0","0.29000000000000004"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P08_short_proof","0.63","0.4","0.22999999999999998"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P09_competition","0.74","0.5","0.24"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P10_independent_check","0.72","0.5","0.21999999999999997"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P11_plan_then_solve","0.72","0.8","0.08000000000000007"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P12_no_guessing","0.68","0.9","0.21999999999999997"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P13_symbolic","0.71","1.0","0.29000000000000004"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P14_work_backwards","0.69","0.7","0.010000000000000009"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P15_cases","0.71","0.8","0.09000000000000008"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P16_invariants","0.73","0.6","0.13"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P17_constructive","0.63","0.8","0.17000000000000004"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P18_error_check","0.7","0.6","0.09999999999999998"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P19_minimal_formal","0.63","0.5","0.13"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P20_final_line_strict","0.7","0.5","0.19999999999999996"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P21_boxed_only_after_reasoning","0.62","0.8","0.18000000000000005"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P22_no_extra_final_text","0.7","0.7","0.0"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P23_extractable_answer","0.7","0.5","0.19999999999999996"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P24_single_box","0.67","0.7","0.029999999999999916"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P25_answer_format_first","0.69","0.6","0.08999999999999997"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P26_strict_output_contract","0.71","1.0","0.29000000000000004"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P27_detailed_solution","0.69","0.7","0.010000000000000009"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P28_medium_detail","0.72","0.6","0.12"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P29_lemma_style","0.67","0.7","0.029999999999999916"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P30_equation_focused","0.72","0.7","0.020000000000000018"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P31_explain_key_idea","0.66","0.6","0.06000000000000005"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P32_rigorous_but_brief","0.65","0.4","0.25"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P33_constraint_check","0.64","0.7","0.05999999999999994"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P34_boundary_check","0.71","0.9","0.19000000000000006"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P35_sanity_check","0.72","0.7","0.020000000000000018"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P36_substitution_check","0.7","0.6","0.09999999999999998"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P37_mistake_resistant","0.71","0.8","0.09000000000000008"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P38_double_check_final","0.73","0.8","0.07000000000000006"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P39_find_structure","0.71","0.6","0.10999999999999999"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P40_transform_problem","0.71","0.8","0.09000000000000008"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P41_symmetry_search","0.65","0.7","0.04999999999999993"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P42_extreme_principle","0.65","0.7","0.04999999999999993"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P43_auxiliary_object","0.7","0.5","0.19999999999999996"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P44_multiple_strategies","0.8","0.8","0.0"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P45_case_complete","0.66","0.6","0.06000000000000005"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P46_construct_and_prove","0.67","0.8","0.13"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P47_olympiad_clean","0.66","0.8","0.14"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P48_counting_structure","0.73","0.7","0.030000000000000027"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P49_proof_of_optimality","0.71","0.6","0.10999999999999999"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","2","P50_complete_argument","0.66","0.7","0.039999999999999925"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P01_direct","0.71","0.9","0.19000000000000006"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P02_concise","0.61","0.4","0.20999999999999996"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P03_step_by_step","0.74","0.9","0.16000000000000003"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P04_formal","0.68","0.9","0.21999999999999997"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P05_verify","0.66","0.9","0.24"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P06_answer_only","0.64","0.7","0.05999999999999994"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P07_careful","0.71","0.7","0.010000000000000009"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P08_short_proof","0.63","0.4","0.22999999999999998"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P09_competition","0.74","0.7","0.040000000000000036"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P10_independent_check","0.72","0.5","0.21999999999999997"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P11_plan_then_solve","0.72","0.9","0.18000000000000005"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P12_no_guessing","0.68","0.8","0.12"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P13_symbolic","0.71","0.7","0.010000000000000009"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P14_work_backwards","0.69","0.5","0.18999999999999995"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P15_cases","0.71","0.8","0.09000000000000008"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P16_invariants","0.73","0.7","0.030000000000000027"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P17_constructive","0.63","0.5","0.13"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P18_error_check","0.7","0.8","0.10000000000000009"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P19_minimal_formal","0.63","0.4","0.22999999999999998"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P20_final_line_strict","0.7","0.7","0.0"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P21_boxed_only_after_reasoning","0.62","0.6","0.020000000000000018"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P22_no_extra_final_text","0.7","0.8","0.10000000000000009"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P23_extractable_answer","0.7","0.7","0.0"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P24_single_box","0.67","0.6","0.07000000000000006"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P25_answer_format_first","0.69","0.9","0.21000000000000008"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P26_strict_output_contract","0.71","0.6","0.10999999999999999"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P27_detailed_solution","0.69","0.7","0.010000000000000009"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P28_medium_detail","0.72","0.7","0.020000000000000018"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P29_lemma_style","0.67","0.7","0.029999999999999916"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P30_equation_focused","0.72","0.8","0.08000000000000007"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P31_explain_key_idea","0.66","0.8","0.14"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P32_rigorous_but_brief","0.65","0.7","0.04999999999999993"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P33_constraint_check","0.64","0.9","0.26"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P34_boundary_check","0.71","0.5","0.20999999999999996"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P35_sanity_check","0.72","0.8","0.08000000000000007"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P36_substitution_check","0.7","0.6","0.09999999999999998"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P37_mistake_resistant","0.71","0.8","0.09000000000000008"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P38_double_check_final","0.73","0.4","0.32999999999999996"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P39_find_structure","0.71","0.7","0.010000000000000009"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P40_transform_problem","0.71","0.6","0.10999999999999999"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P41_symmetry_search","0.65","0.6","0.050000000000000044"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P42_extreme_principle","0.65","0.7","0.04999999999999993"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P43_auxiliary_object","0.7","0.9","0.20000000000000007"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P44_multiple_strategies","0.8","0.8","0.0"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P45_case_complete","0.66","0.8","0.14"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P46_construct_and_prove","0.67","0.6","0.07000000000000006"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P47_olympiad_clean","0.66","0.6","0.06000000000000005"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P48_counting_structure","0.73","0.8","0.07000000000000006"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P49_proof_of_optimality","0.71","0.8","0.09000000000000008"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","3","P50_complete_argument","0.66","0.4","0.26"
"naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","4","P01_direct","0.71","0.5","0.20999999999999996"
