"benchmark","model_key","mask_type","mask_strategy","mask_id","requested_budget","effective_budget","budget_repaired","requested_n_observed","n_observed","n_total","min_required_n","connected","all_prompts_observed","all_items_observed","min_prompt_degree","max_prompt_degree","mean_prompt_degree","min_item_degree","max_item_degree","mean_item_degree","n_prompt_families","n_prompt_families_observed","prompt_family_coverage","n_item_clusters","n_item_clusters_observed","item_cluster_coverage"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","10","0.1","0.1","False","500","500","5000","100","True","True","True","10","10","10.0","5","5","5.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","11","0.1","0.1","False","500","500","5000","100","True","True","True","10","10","10.0","5","5","5.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","12","0.1","0.1","False","500","500","5000","100","True","True","True","10","10","10.0","5","5","5.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","13","0.1","0.1","False","500","500","5000","100","True","True","True","10","10","10.0","5","5","5.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","14","0.1","0.1","False","500","500","5000","100","True","True","True","10","10","10.0","4","6","5.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","15","0.1","0.1","False","500","500","5000","100","True","True","True","10","10","10.0","5","5","5.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","16","0.1","0.1","False","500","500","5000","100","True","True","True","10","10","10.0","5","5","5.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","17","0.1","0.1","False","500","500","5000","100","True","True","True","10","10","10.0","5","5","5.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","18","0.1","0.1","False","500","500","5000","100","True","True","True","10","10","10.0","5","5","5.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","19","0.1","0.1","False","500","500","5000","100","True","True","True","10","10","10.0","5","5","5.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","0","0.2","0.2","False","1000","1000","5000","100","True","True","True","20","20","20.0","10","10","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","1","0.2","0.2","False","1000","1000","5000","100","True","True","True","20","20","20.0","10","10","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","2","0.2","0.2","False","1000","1000","5000","100","True","True","True","20","20","20.0","10","10","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","3","0.2","0.2","False","1000","1000","5000","100","True","True","True","20","20","20.0","10","10","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","4","0.2","0.2","False","1000","1000","5000","100","True","True","True","20","20","20.0","10","10","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","5","0.2","0.2","False","1000","1000","5000","100","True","True","True","20","20","20.0","10","10","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","6","0.2","0.2","False","1000","1000","5000","100","True","True","True","20","20","20.0","10","10","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","7","0.2","0.2","False","1000","1000","5000","100","True","True","True","20","20","20.0","9","11","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","8","0.2","0.2","False","1000","1000","5000","100","True","True","True","20","20","20.0","9","11","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","9","0.2","0.2","False","1000","1000","5000","100","True","True","True","20","20","20.0","10","10","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","10","0.2","0.2","False","1000","1000","5000","100","True","True","True","20","20","20.0","9","11","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","11","0.2","0.2","False","1000","1000","5000","100","True","True","True","20","20","20.0","10","10","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","12","0.2","0.2","False","1000","1000","5000","100","True","True","True","20","20","20.0","10","10","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","13","0.2","0.2","False","1000","1000","5000","100","True","True","True","20","20","20.0","10","10","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","14","0.2","0.2","False","1000","1000","5000","100","True","True","True","20","20","20.0","10","10","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","15","0.2","0.2","False","1000","1000","5000","100","True","True","True","20","20","20.0","10","10","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","16","0.2","0.2","False","1000","1000","5000","100","True","True","True","20","20","20.0","10","10","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","17","0.2","0.2","False","1000","1000","5000","100","True","True","True","20","20","20.0","10","10","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","18","0.2","0.2","False","1000","1000","5000","100","True","True","True","20","20","20.0","10","10","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","19","0.2","0.2","False","1000","1000","5000","100","True","True","True","20","20","20.0","10","10","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","0","0.3","0.3","False","1500","1500","5000","100","True","True","True","30","30","30.0","14","16","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","1","0.3","0.3","False","1500","1500","5000","100","True","True","True","30","30","30.0","15","15","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","2","0.3","0.3","False","1500","1500","5000","100","True","True","True","30","30","30.0","15","15","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","3","0.3","0.3","False","1500","1500","5000","100","True","True","True","30","30","30.0","15","15","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","4","0.3","0.3","False","1500","1500","5000","100","True","True","True","30","30","30.0","14","16","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","5","0.3","0.3","False","1500","1500","5000","100","True","True","True","30","30","30.0","15","15","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","6","0.3","0.3","False","1500","1500","5000","100","True","True","True","30","30","30.0","14","16","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","7","0.3","0.3","False","1500","1500","5000","100","True","True","True","30","30","30.0","15","15","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","8","0.3","0.3","False","1500","1500","5000","100","True","True","True","30","30","30.0","15","15","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","9","0.3","0.3","False","1500","1500","5000","100","True","True","True","30","30","30.0","15","15","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","10","0.3","0.3","False","1500","1500","5000","100","True","True","True","30","30","30.0","14","16","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","11","0.3","0.3","False","1500","1500","5000","100","True","True","True","30","30","30.0","15","15","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","12","0.3","0.3","False","1500","1500","5000","100","True","True","True","30","30","30.0","14","16","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","13","0.3","0.3","False","1500","1500","5000","100","True","True","True","30","30","30.0","15","15","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","14","0.3","0.3","False","1500","1500","5000","100","True","True","True","30","30","30.0","15","15","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","15","0.3","0.3","False","1500","1500","5000","100","True","True","True","30","30","30.0","15","15","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","16","0.3","0.3","False","1500","1500","5000","100","True","True","True","30","30","30.0","14","16","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","17","0.3","0.3","False","1500","1500","5000","100","True","True","True","30","30","30.0","15","15","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","18","0.3","0.3","False","1500","1500","5000","100","True","True","True","30","30","30.0","14","16","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","19","0.3","0.3","False","1500","1500","5000","100","True","True","True","30","30","30.0","15","15","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","0","0.6","0.6","False","3000","3000","5000","100","True","True","True","60","60","60.0","29","31","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","1","0.6","0.6","False","3000","3000","5000","100","True","True","True","60","60","60.0","29","31","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","2","0.6","0.6","False","3000","3000","5000","100","True","True","True","60","60","60.0","30","30","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","3","0.6","0.6","False","3000","3000","5000","100","True","True","True","60","60","60.0","29","31","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","4","0.6","0.6","False","3000","3000","5000","100","True","True","True","60","60","60.0","29","31","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","5","0.6","0.6","False","3000","3000","5000","100","True","True","True","60","60","60.0","29","31","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","6","0.6","0.6","False","3000","3000","5000","100","True","True","True","60","60","60.0","29","31","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","7","0.6","0.6","False","3000","3000","5000","100","True","True","True","60","60","60.0","30","30","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","8","0.6","0.6","False","3000","3000","5000","100","True","True","True","60","60","60.0","29","31","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","9","0.6","0.6","False","3000","3000","5000","100","True","True","True","60","60","60.0","30","30","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","10","0.6","0.6","False","3000","3000","5000","100","True","True","True","60","60","60.0","30","30","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","11","0.6","0.6","False","3000","3000","5000","100","True","True","True","60","60","60.0","29","31","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","12","0.6","0.6","False","3000","3000","5000","100","True","True","True","60","60","60.0","30","30","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","13","0.6","0.6","False","3000","3000","5000","100","True","True","True","60","60","60.0","29","31","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","14","0.6","0.6","False","3000","3000","5000","100","True","True","True","60","60","60.0","30","30","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","15","0.6","0.6","False","3000","3000","5000","100","True","True","True","60","60","60.0","29","31","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","16","0.6","0.6","False","3000","3000","5000","100","True","True","True","60","60","60.0","29","31","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","17","0.6","0.6","False","3000","3000","5000","100","True","True","True","60","60","60.0","29","31","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","18","0.6","0.6","False","3000","3000","5000","100","True","True","True","60","60","60.0","30","30","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","two_way_balanced","two_way_balanced","19","0.6","0.6","False","3000","3000","5000","100","True","True","True","60","60","60.0","30","30","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","0","0.1","0.1","False","500","500","5000","1","False","True","False","6","17","10.0","0","10","5.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","1","0.1","0.1","False","500","500","5000","1","False","True","False","4","17","10.0","0","12","5.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","2","0.1","0.1","False","500","500","5000","1","False","True","False","4","20","10.0","0","12","5.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","3","0.1","0.1","False","500","500","5000","1","False","True","False","1","19","10.0","0","12","5.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","4","0.1","0.1","False","500","500","5000","1","False","True","False","4","16","10.0","0","10","5.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","5","0.1","0.1","False","500","500","5000","1","False","True","False","3","15","10.0","0","9","5.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","6","0.1","0.1","False","500","500","5000","1","True","True","True","3","15","10.0","1","11","5.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","7","0.1","0.1","False","500","500","5000","1","True","True","True","3","16","10.0","1","12","5.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","8","0.1","0.1","False","500","500","5000","1","False","True","False","4","16","10.0","0","11","5.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","9","0.1","0.1","False","500","500","5000","1","True","True","True","5","16","10.0","1","11","5.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","10","0.1","0.1","False","500","500","5000","1","False","True","False","3","19","10.0","0","10","5.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","11","0.1","0.1","False","500","500","5000","1","False","True","False","3","20","10.0","0","10","5.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","12","0.1","0.1","False","500","500","5000","1","True","True","True","3","18","10.0","1","11","5.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","13","0.1","0.1","False","500","500","5000","1","True","True","True","3","15","10.0","1","12","5.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","14","0.1","0.1","False","500","500","5000","1","True","True","True","4","18","10.0","1","11","5.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","15","0.1","0.1","False","500","500","5000","1","True","True","True","5","15","10.0","1","10","5.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","16","0.1","0.1","False","500","500","5000","1","True","True","True","3","18","10.0","1","12","5.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","17","0.1","0.1","False","500","500","5000","1","False","True","False","5","17","10.0","0","12","5.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","18","0.1","0.1","False","500","500","5000","1","True","True","True","5","21","10.0","1","10","5.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","19","0.1","0.1","False","500","500","5000","1","True","True","True","4","16","10.0","1","10","5.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","0","0.2","0.2","False","1000","1000","5000","1","True","True","True","12","28","20.0","3","17","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","1","0.2","0.2","False","1000","1000","5000","1","True","True","True","11","28","20.0","4","16","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","2","0.2","0.2","False","1000","1000","5000","1","True","True","True","12","31","20.0","5","19","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","3","0.2","0.2","False","1000","1000","5000","1","True","True","True","11","30","20.0","4","19","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","4","0.2","0.2","False","1000","1000","5000","1","True","True","True","11","32","20.0","3","16","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","5","0.2","0.2","False","1000","1000","5000","1","True","True","True","12","28","20.0","3","18","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","6","0.2","0.2","False","1000","1000","5000","1","True","True","True","12","28","20.0","3","19","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","7","0.2","0.2","False","1000","1000","5000","1","True","True","True","12","30","20.0","1","16","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","8","0.2","0.2","False","1000","1000","5000","1","True","True","True","10","29","20.0","2","17","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","9","0.2","0.2","False","1000","1000","5000","1","True","True","True","11","29","20.0","3","17","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","10","0.2","0.2","False","1000","1000","5000","1","True","True","True","14","31","20.0","4","16","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","11","0.2","0.2","False","1000","1000","5000","1","True","True","True","15","26","20.0","3","16","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","12","0.2","0.2","False","1000","1000","5000","1","True","True","True","11","30","20.0","2","19","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","13","0.2","0.2","False","1000","1000","5000","1","True","True","True","11","30","20.0","3","18","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","14","0.2","0.2","False","1000","1000","5000","1","True","True","True","11","29","20.0","6","18","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","15","0.2","0.2","False","1000","1000","5000","1","True","True","True","14","30","20.0","1","18","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","16","0.2","0.2","False","1000","1000","5000","1","True","True","True","10","30","20.0","3","17","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","17","0.2","0.2","False","1000","1000","5000","1","True","True","True","12","27","20.0","4","17","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","18","0.2","0.2","False","1000","1000","5000","1","True","True","True","14","27","20.0","4","19","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","19","0.2","0.2","False","1000","1000","5000","1","True","True","True","10","29","20.0","3","18","10.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","0","0.3","0.3","False","1500","1500","5000","1","True","True","True","19","41","30.0","7","21","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","1","0.3","0.3","False","1500","1500","5000","1","True","True","True","23","40","30.0","8","24","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","2","0.3","0.3","False","1500","1500","5000","1","True","True","True","22","39","30.0","7","23","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","3","0.3","0.3","False","1500","1500","5000","1","True","True","True","21","39","30.0","8","24","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","4","0.3","0.3","False","1500","1500","5000","1","True","True","True","21","40","30.0","7","22","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","5","0.3","0.3","False","1500","1500","5000","1","True","True","True","21","42","30.0","9","24","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","6","0.3","0.3","False","1500","1500","5000","1","True","True","True","19","40","30.0","6","24","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","7","0.3","0.3","False","1500","1500","5000","1","True","True","True","20","40","30.0","4","25","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","8","0.3","0.3","False","1500","1500","5000","1","True","True","True","22","42","30.0","8","22","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","9","0.3","0.3","False","1500","1500","5000","1","True","True","True","20","36","30.0","6","24","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","10","0.3","0.3","False","1500","1500","5000","1","True","True","True","22","39","30.0","8","21","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","11","0.3","0.3","False","1500","1500","5000","1","True","True","True","23","39","30.0","7","22","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","12","0.3","0.3","False","1500","1500","5000","1","True","True","True","22","37","30.0","8","22","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","13","0.3","0.3","False","1500","1500","5000","1","True","True","True","17","41","30.0","6","24","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","14","0.3","0.3","False","1500","1500","5000","1","True","True","True","18","40","30.0","8","25","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","15","0.3","0.3","False","1500","1500","5000","1","True","True","True","18","44","30.0","6","26","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","16","0.3","0.3","False","1500","1500","5000","1","True","True","True","24","41","30.0","7","23","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","17","0.3","0.3","False","1500","1500","5000","1","True","True","True","22","40","30.0","8","24","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","18","0.3","0.3","False","1500","1500","5000","1","True","True","True","22","46","30.0","5","22","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","19","0.3","0.3","False","1500","1500","5000","1","True","True","True","20","40","30.0","8","22","15.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","0","0.6","0.6","False","3000","3000","5000","1","True","True","True","49","70","60.0","22","37","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","1","0.6","0.6","False","3000","3000","5000","1","True","True","True","51","69","60.0","22","38","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","2","0.6","0.6","False","3000","3000","5000","1","True","True","True","50","70","60.0","18","37","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","3","0.6","0.6","False","3000","3000","5000","1","True","True","True","49","69","60.0","22","39","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","4","0.6","0.6","False","3000","3000","5000","1","True","True","True","47","74","60.0","19","37","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","5","0.6","0.6","False","3000","3000","5000","1","True","True","True","50","75","60.0","20","39","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","6","0.6","0.6","False","3000","3000","5000","1","True","True","True","49","72","60.0","21","37","30.0","5","5","1.0","4","4","1.0"
"olym_math","deepseek-anthropic","random_uniform","random_uniform","7","0.6","0.6","False","3000","3000","5000","1","True","True","True","49","69","60.0","21","39","30.0","5","5","1.0","4","4","1.0"
