"method","raw_method","benchmark","model_key","mask_type","budget","requested_budget","effective_budget","budget_repaired","mask_id","source_result_file","score_rule","n_prompts","n_obs","n_test","n_total","mean_true","mean_pred","mean_abs_error","prompt_mae","prompt_rmse","w1","q25_true","q25_pred","q25_abs_error","q50_true","q50_pred","q50_abs_error","q75_true","q75_pred","q75_abs_error","true_sd","pred_sd","sd_abs_error","true_min","pred_min","min_abs_error","true_max","pred_max","max_abs_error","train_log_loss","train_brier","test_log_loss","test_brier","converged","max_rhat","min_ess","min_ess_bulk","connected","avg_ci95_low","avg_post_median","avg_ci95_high","cover_avg","avg_ci95_width","sd_ci95_low","sd_post_median","sd_ci95_high","cover_sd","sd_ci95_width","min_ci95_low","min_post_median","min_ci95_high","cover_min","min_ci95_width","q25_ci95_low","q25_post_median","q25_ci95_high","cover_q25","q25_ci95_width","q50_ci95_low","q50_post_median","q50_ci95_high","cover_q50","q50_ci95_width","q75_ci95_low","q75_post_median","q75_ci95_high","cover_q75","q75_ci95_width","max_ci95_low","max_post_median","max_ci95_high","cover_max","max_ci95_width","requested_budget_round","effective_budget_round"
"m0_naive","naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","10","data/runs/olym_math_deepseek_p50/recovery/naive/results/pilot_naive.pkl","","50","500","4500","5000","0.6892","0.698","0.008799999999999919","0.128","0.15050581384119355","0.10520000000000004","0.66","0.6","0.06000000000000005","0.7","0.7","0.0","0.71","0.8","0.09000000000000008","0.03746236206419145","0.1609791468305312","0.12351678476633973","0.61","0.4","0.20999999999999996","0.8","1.0","0.19999999999999996","0.5436258508585067","0.1854","0.9524480099190993","0.2410444444444445","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1"
"m0_naive","naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","11","data/runs/olym_math_deepseek_p50/recovery/naive/results/pilot_naive.pkl","","50","500","4500","5000","0.6892","0.716","0.026799999999999935","0.1228","0.15023980830658698","0.09840000000000003","0.66","0.6","0.06000000000000005","0.7","0.7","0.0","0.71","0.8","0.09000000000000008","0.03746236206419145","0.1530106038742387","0.11554824181004725","0.61","0.3","0.31","0.8","1.0","0.19999999999999996","0.5374635754252629","0.1804","0.8123244468928803","0.24151111111111115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1"
"m0_naive","naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","12","data/runs/olym_math_deepseek_p50/recovery/naive/results/pilot_naive.pkl","","50","500","4500","5000","0.6892","0.6859999999999999","0.0032000000000000917","0.10400000000000004","0.13149904942622212","0.08600000000000003","0.66","0.6","0.06000000000000005","0.7","0.7","0.0","0.71","0.8","0.09000000000000008","0.03746236206419145","0.14143578625175832","0.10397342418756686","0.61","0.3","0.31","0.8","0.9","0.09999999999999998","0.57421183299971","0.1958","0.6756830965584898","0.23393333333333335","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1"
"m0_naive","naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","13","data/runs/olym_math_deepseek_p50/recovery/naive/results/pilot_naive.pkl","","50","500","4500","5000","0.6892","0.6940000000000001","0.0048000000000000265","0.09519999999999998","0.12170456030897117","0.07360000000000003","0.66","0.6","0.06000000000000005","0.7","0.7","0.0","0.71","0.8","0.09000000000000008","0.03746236206419145","0.128428491975186","0.09096612991099454","0.61","0.4","0.20999999999999996","0.8","1.0","0.19999999999999996","0.5745198864908911","0.19619999999999999","0.7848877085837402","0.2311333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1"
"m0_naive","naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","14","data/runs/olym_math_deepseek_p50/recovery/naive/results/pilot_naive.pkl","","50","500","4500","5000","0.6892","0.6779999999999999","0.011200000000000099","0.11600000000000002","0.14822955170950225","0.09600000000000003","0.66","0.6","0.06000000000000005","0.7","0.7","0.0","0.71","0.8","0.09000000000000008","0.03746236206419145","0.1632451518172492","0.12578278975305773","0.61","0.2","0.41","0.8","1.0","0.19999999999999996","0.5644034297531004","0.19219999999999998","0.7930039603294362","0.23953333333333335","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1"
"m0_naive","naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","15","data/runs/olym_math_deepseek_p50/recovery/naive/results/pilot_naive.pkl","","50","500","4500","5000","0.6892","0.688","0.0012000000000000899","0.10600000000000001","0.13134686901483417","0.08440000000000003","0.66","0.6","0.06000000000000005","0.7","0.7","0.0","0.71","0.8","0.09000000000000008","0.03746236206419145","0.13944496390757063","0.10198260184337918","0.61","0.4","0.20999999999999996","0.8","0.9","0.09999999999999998","0.5733522083241689","0.19560000000000002","0.6754724020736066","0.23391111111111115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1"
"m0_naive","naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","16","data/runs/olym_math_deepseek_p50/recovery/naive/results/pilot_naive.pkl","","50","500","4500","5000","0.6892","0.7020000000000001","0.012800000000000034","0.1124","0.1476888621392961","0.08840000000000003","0.66","0.6","0.06000000000000005","0.7","0.7","0.0","0.71","0.8","0.09000000000000008","0.03746236206419145","0.1531838964201165","0.11572153435592505","0.61","0.3","0.31","0.8","1.0","0.19999999999999996","0.542741675841472","0.18619999999999998","1.0882178664752917","0.2400222222222222","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1"
"m0_naive","naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","17","data/runs/olym_math_deepseek_p50/recovery/naive/results/pilot_naive.pkl","","50","500","4500","5000","0.6892","0.7160000000000001","0.026800000000000046","0.11400000000000002","0.14356879883874493","0.09080000000000002","0.66","0.6","0.06000000000000005","0.7","0.7","0.0","0.71","0.8","0.09000000000000008","0.03746236206419145","0.15167096502842284","0.11420860296423138","0.61","0.3","0.31","0.8","1.0","0.19999999999999996","0.5359787877843811","0.1808","0.9144649076956608","0.23928888888888888","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1"
"m0_naive","naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","18","data/runs/olym_math_deepseek_p50/recovery/naive/results/pilot_naive.pkl","","50","500","4500","5000","0.6892","0.6859999999999999","0.0032000000000000917","0.09759999999999999","0.12638037822383663","0.07520000000000002","0.66","0.6","0.06000000000000005","0.7","0.7","0.0","0.71","0.8","0.09000000000000008","0.03746236206419145","0.13703865088629083","0.09957628882209937","0.61","0.3","0.31","0.8","0.9","0.09999999999999998","0.5791340476468245","0.197","0.6657385747636749","0.23233333333333334","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1"
"m0_naive","naive","olym_math","deepseek-anthropic","two_way_balanced","0.1","0.1","0.1","False","19","data/runs/olym_math_deepseek_p50/recovery/naive/results/pilot_naive.pkl","","50","500","4500","5000","0.6892","0.6940000000000001","0.0048000000000000265","0.09600000000000002","0.12301219451745425","0.07280000000000003","0.66","0.6","0.06000000000000005","0.7","0.7","0.0","0.71","0.8","0.09000000000000008","0.03746236206419145","0.13000784905661095","0.09254548699241949","0.61","0.4","0.20999999999999996","0.8","1.0","0.19999999999999996","0.5723089062492361","0.19579999999999997","0.7363943657739898","0.23153333333333334","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1"
"m0_naive","naive","olym_math","deepseek-anthropic","two_way_balanced","0.2","0.2","0.2","False","0","data/runs/olym_math_deepseek_p50/recovery/naive/results/pilot_naive.pkl","","50","1000","4000","5000","0.6892","0.706","0.016799999999999926","0.07200000000000001","0.09106041950265768","0.049600000000000026","0.66","0.65","0.010000000000000009","0.7","0.7","0.0","0.71","0.8","0.09000000000000008","0.03746236206419145","0.09775020225460573","0.060287840190414284","0.61","0.5","0.10999999999999999","0.8","0.9","0.09999999999999998","0.5822600252905639","0.19820000000000002","0.6540021984199377","0.22685000000000002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.2"
"m0_naive","naive","olym_math","deepseek-anthropic","two_way_balanced","0.2","0.2","0.2","False","1","data/runs/olym_math_deepseek_p50/recovery/naive/results/pilot_naive.pkl","","50","1000","4000","5000","0.6892","0.6880000000000002","0.0011999999999998678","0.0696","0.08701723967122835","0.0512","0.66","0.6","0.06000000000000005","0.7","0.7","0.0","0.71","0.75","0.040000000000000036","0.03746236206419145","0.09612916480720411","0.05866680274301266","0.61","0.5","0.10999999999999999","0.8","0.85","0.04999999999999993","0.5991071209690064","0.2056","0.6441372522283216","0.22410000000000002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.2"
"m0_naive","naive","olym_math","deepseek-anthropic","two_way_balanced","0.2","0.2","0.2","False","2","data/runs/olym_math_deepseek_p50/recovery/naive/results/pilot_naive.pkl","","50","1000","4000","5000","0.6892","0.685","0.0041999999999999815","0.07500000000000001","0.09122499657440389","0.055800000000000016","0.66","0.6","0.06000000000000005","0.7","0.65","0.04999999999999993","0.71","0.75","0.040000000000000036","0.03746236206419145","0.10363298663247793","0.06617062456828648","0.61","0.4","0.20999999999999996","0.8","0.9","0.09999999999999998","0.5980605313845203","0.20525000000000002","0.6472677365569418","0.22512500000000002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.2"
"m0_naive","naive","olym_math","deepseek-anthropic","two_way_balanced","0.2","0.2","0.2","False","3","data/runs/olym_math_deepseek_p50/recovery/naive/results/pilot_naive.pkl","","50","1000","4000","5000","0.6892","0.693","0.0037999999999999146","0.06299999999999999","0.0834386001800126","0.039800000000000016","0.66","0.65","0.010000000000000009","0.7","0.7","0.0","0.71","0.75","0.040000000000000036","0.03746236206419145","0.0958368085734861","0.05837444650929465","0.61","0.35","0.26","0.8","0.9","0.09999999999999998","0.5953246347634772","0.20375","0.6439004096542091","0.2238","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.2"
"m0_naive","naive","olym_math","deepseek-anthropic","two_way_balanced","0.2","0.2","0.2","False","4","data/runs/olym_math_deepseek_p50/recovery/naive/results/pilot_naive.pkl","","50","1000","4000","5000","0.6892","0.7","0.01079999999999992","0.0672","0.07969943538068511","0.03800000000000001","0.66","0.65","0.010000000000000009","0.7","0.7","0.0","0.71","0.75","0.040000000000000036","0.03746236206419145","0.08206518066482898","0.044602818600637535","0.61","0.55","0.05999999999999994","0.8","0.9","0.09999999999999998","0.5942084576092911","0.20339999999999997","0.6436309528837835","0.223125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.2"
"m0_naive","naive","olym_math","deepseek-anthropic","two_way_balanced","0.2","0.2","0.2","False","5","data/runs/olym_math_deepseek_p50/recovery/naive/results/pilot_naive.pkl","","50","1000","4000","5000","0.6892","0.6920000000000001","0.0028000000000000247","0.08000000000000002","0.0961873172512884","0.06440000000000001","0.66","0.6","0.06000000000000005","0.7","0.7","0.0","0.71","0.8","0.09000000000000008","0.03746236206419145","0.11310100235936849","0.07563864029517703","0.61","0.45","0.15999999999999998","0.8","0.9","0.09999999999999998","0.5872227442834274","0.20060000000000003","0.6538399882987928","0.22744999999999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.2"
"m0_naive","naive","olym_math","deepseek-anthropic","two_way_balanced","0.2","0.2","0.2","False","6","data/runs/olym_math_deepseek_p50/recovery/naive/results/pilot_naive.pkl","","50","1000","4000","5000","0.6892","0.684","0.005199999999999982","0.06480000000000001","0.0865563400335296","0.05040000000000001","0.66","0.6","0.06000000000000005","0.7","0.7","0.0","0.71","0.75","0.040000000000000036","0.03746236206419145","0.10022423838165931","0.06276187631746785","0.61","0.45","0.15999999999999998","0.8","0.95","0.1499999999999999","0.5998459686125788","0.20629999999999998","0.6474763949845574","0.223825","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.2"
"m0_naive","naive","olym_math","deepseek-anthropic","two_way_balanced","0.2","0.2","0.2","False","7","data/runs/olym_math_deepseek_p50/recovery/naive/results/pilot_naive.pkl","","50","1000","4000","5000","0.6892","0.6970000000000001","0.007800000000000029","0.0802","0.09360555539069249","0.055800000000000016","0.66","0.65","0.010000000000000009","0.7","0.7","0.0","0.71","0.75","0.040000000000000036","0.03746236206419145","0.10420251083973993","0.06674014877554849","0.61","0.45","0.15999999999999998","0.8","0.9","0.09999999999999998","0.5874407920392785","0.20055","0.6525806858355514","0.22685","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.2"
"m0_naive","naive","olym_math","deepseek-anthropic","two_way_balanced","0.2","0.2","0.2","False","8","data/runs/olym_math_deepseek_p50/recovery/naive/results/pilot_naive.pkl","","50","1000","4000","5000","0.6892","0.6940000000000001","0.0048000000000000265","0.0756","0.09503683496413376","0.05240000000000002","0.66","0.6","0.06000000000000005","0.7","0.7","0.0","0.71","0.75","0.040000000000000036","0.03746236206419145","0.10431506436302106","0.06685270229882961","0.61","0.4","0.20999999999999996","0.8","0.95","0.1499999999999999","0.5896227492666036","0.20170000000000002","0.6552578740722408","0.22690000000000002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.2"
"m0_naive","naive","olym_math","deepseek-anthropic","two_way_balanced","0.2","0.2","0.2","False","9","data/runs/olym_math_deepseek_p50/recovery/naive/results/pilot_naive.pkl","","50","1000","4000","5000","0.6892","0.7020000000000001","0.012800000000000034","0.0732","0.09226050075736637","0.04640000000000002","0.66","0.65","0.010000000000000009","0.7","0.7","0.0","0.71","0.75","0.040000000000000036","0.03746236206419145","0.09791708278967881","0.06045472072548736","0.61","0.5","0.10999999999999999","0.8","0.9","0.09999999999999998","0.5853106979914419","0.1998","0.655747042408249","0.22672499999999998","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.2"
"m0_naive","naive","olym_math","deepseek-anthropic","two_way_balanced","0.2","0.2","0.2","False","10","data/runs/olym_math_deepseek_p50/recovery/naive/results/pilot_naive.pkl","","50","1000","4000","5000","0.6892","0.6779999999999999","0.011200000000000099","0.0776","0.09965942002640793","0.054800000000000015","0.66","0.6","0.06000000000000005","0.7","0.7","0.0","0.71","0.75","0.040000000000000036","0.03746236206419145","0.10980502200328933","0.07234265993909789","0.61","0.4","0.20999999999999996","0.8","0.9","0.09999999999999998","0.60045399360222","0.2065","0.6520008915946339","0.226825","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.2"
"m0_naive","naive","olym_math","deepseek-anthropic","two_way_balanced","0.2","0.2","0.2","False","11","data/runs/olym_math_deepseek_p50/recovery/naive/results/pilot_naive.pkl","","50","1000","4000","5000","0.6892","0.6920000000000001","0.0028000000000000247","0.0788","0.0976319619796714","0.059600000000000014","0.66","0.6","0.06000000000000005","0.7","0.7","0.0","0.71","0.8","0.09000000000000008","0.03746236206419145","0.11173949295443525","0.07427713089024379","0.61","0.4","0.20999999999999996","0.8","0.9","0.09999999999999998","0.5880662426627403","0.2009","0.6552172015630363","0.227725","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.2"
"m0_naive","naive","olym_math","deepseek-anthropic","two_way_balanced","0.2","0.2","0.2","False","12","data/runs/olym_math_deepseek_p50/recovery/naive/results/pilot_naive.pkl","","50","1000","4000","5000","0.6892","0.667","0.022199999999999998","0.07059999999999998","0.08580209787645052","0.04340000000000001","0.66","0.6","0.06000000000000005","0.7","0.65","0.04999999999999993","0.71","0.7","0.010000000000000009","0.03746236206419145","0.08666732077199524","0.04920495870780379","0.61","0.45","0.15999999999999998","0.8","0.9","0.09999999999999998","0.6190653349293687","0.21475","0.6377019551098376","0.22155000000000002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.2"
"m0_naive","naive","olym_math","deepseek-anthropic","two_way_balanced","0.2","0.2","0.2","False","13","data/runs/olym_math_deepseek_p50/recovery/naive/results/pilot_naive.pkl","","50","1000","4000","5000","0.6892","0.6870000000000002","0.0021999999999998687","0.077","0.09498420921395304","0.05020000000000002","0.66","0.6","0.06000000000000005","0.7","0.7","0.0","0.71","0.75","0.040000000000000036","0.03746236206419145","0.10242468611878003","0.06496232405458857","0.61","0.45","0.15999999999999998","0.8","0.9","0.09999999999999998","0.5959931397984587","0.20475","0.6523017074983725","0.226125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.2"
"m0_naive","naive","olym_math","deepseek-anthropic","two_way_balanced","0.2","0.2","0.2","False","14","data/runs/olym_math_deepseek_p50/recovery/naive/results/pilot_naive.pkl","","50","1000","4000","5000","0.6892","0.701","0.011799999999999922","0.08379999999999999","0.10450837287031121","0.05820000000000002","0.66","0.65","0.010000000000000009","0.7","0.7","0.0","0.71","0.75","0.040000000000000036","0.03746236206419145","0.10808632226708655","0.0706239602028951","0.61","0.45","0.15999999999999998","0.8","0.9","0.09999999999999998","0.5819931902688187","0.19815","0.6612343400314096","0.23015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.2"
"m0_naive","naive","olym_math","deepseek-anthropic","two_way_balanced","0.2","0.2","0.2","False","15","data/runs/olym_math_deepseek_p50/recovery/naive/results/pilot_naive.pkl","","50","1000","4000","5000","0.6892","0.6880000000000002","0.0011999999999998678","0.06679999999999998","0.08082078940470701","0.038000000000000006","0.66","0.65","0.010000000000000009","0.7","0.7","0.0","0.71","0.75","0.040000000000000036","0.03746236206419145","0.08424938684449561","0.04678702478030416","0.61","0.5","0.10999999999999999","0.8","0.9","0.09999999999999998","0.6039785568453182","0.2077","0.6410147082263354","0.222275","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.2"
"m0_naive","naive","olym_math","deepseek-anthropic","two_way_balanced","0.2","0.2","0.2","False","16","data/runs/olym_math_deepseek_p50/recovery/naive/results/pilot_naive.pkl","","50","1000","4000","5000","0.6892","0.7030000000000003","0.013800000000000257","0.08259999999999998","0.09890399385262458","0.05620000000000002","0.66","0.6","0.06000000000000005","0.7","0.7","0.0","0.71","0.8","0.09000000000000008","0.03746236206419145","0.10321861088317873","0.06575624881898728","0.61","0.5","0.10999999999999999","0.8","0.9","0.09999999999999998","0.5826306165292099","0.19835000000000003","0.6582171891901701","0.22867500000000002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.2"
"m0_naive","naive","olym_math","deepseek-anthropic","two_way_balanced","0.2","0.2","0.2","False","17","data/runs/olym_math_deepseek_p50/recovery/naive/results/pilot_naive.pkl","","50","1000","4000","5000","0.6892","0.696","0.006799999999999917","0.07400000000000001","0.08872429205127534","0.059200000000000016","0.66","0.6","0.06000000000000005","0.7","0.7","0.0","0.71","0.75","0.040000000000000036","0.03746236206419145","0.10777906350777151","0.07031670144358007","0.61","0.45","0.15999999999999998","0.8","0.95","0.1499999999999999","0.5860989823742586","0.2002","0.650862469195633","0.22582500000000003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.2"
